CustomerID,Gender,Age,Married,NumberofDependents,City,ZipCode,Population,NumberofReferrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,Churn,ChurnCategory,ChurnReason,predictions,pred_probabilities
6849-WLEYG,1,43,0,3,Emeryville,94608,24589,0,1,None,1,11.91,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,19.75,19.75,0.0,0,11.91,31.66,1,Attitude,Attitude of support person,0,0.0696618
8150-QUDFX,1,27,0,0,Rohnert Park,94928,42544,0,2,Offer E,1,27.47,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,19.85,51.6,0.0,0,54.94,106.54,0,Unknown,Unknown,0,0.06964105
9039-ZVJDC,1,49,0,0,Pauma Valley,92061,2615,0,3,None,1,16.32,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,1,Credit Card,19.1,53.05,0.0,0,48.96,102.01,0,Unknown,Unknown,0,0.06909981
8672-OAUPW,1,48,0,0,Corona,92883,13188,0,51,None,1,36.59,No,1,DSL,20.0,No,No,No,Yes,No,No,No,Yes,One Year,0,Credit Card,47.85,2356.75,18.39,0,1866.09,4204.45,0,Unknown,Unknown,0,0.06903226
2165-VOEGB,0,23,0,0,Burbank,91501,18112,0,46,None,1,43.04,No,1,Fiber Optic,71.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,1,Bank Withdrawal,105.2,4822.85,0.0,0,1979.84,6802.69,1,Other,Don't know,0,0.06728111
8065-BVEPF,1,80,0,0,Yorkville,95494,335,0,65,Offer B,1,18.23,No,1,Fiber Optic,3.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,1,Bank Withdrawal,99.1,6496.15,0.0,0,1184.95,7681.1,0,Unknown,Unknown,0,0.06707049
1428-IEDPR,1,54,0,0,Sacramento,95816,16164,0,52,None,1,20.8,Yes,1,Fiber Optic,30.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,1,Bank Withdrawal,109.3,5731.4,3.85,60,1081.6,6869.15,0,Unknown,Unknown,0,0.06687531
7319-VENRZ,1,19,0,0,Rancho Santa Margarita,92688,42193,0,7,Offer E,1,31.84,No,1,Cable,58.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,0,Bank Withdrawal,64.3,445.95,0.0,0,222.88,668.83,0,Unknown,Unknown,0,0.06649444
4712-AUQZO,1,53,0,0,Pinole,94564,16717,0,18,None,0,0.0,Unknown,1,DSL,30.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,0,Credit Card,33.6,550.35,0.0,0,0.0,550.35,0,Unknown,Unknown,0,0.06629987
1623-NLDOT,0,55,1,0,Lancaster,93534,35109,1,42,Offer B,0,0.0,Unknown,1,Cable,5.0,No,Yes,No,Yes,No,No,No,No,One Year,0,Mailed Check,33.55,1445.3,0.0,50,0.0,1495.3,1,Competitor,Competitor had better devices,0,0.06627496
5022-KVDQT,1,20,0,0,Woodland Hills,91364,25988,0,27,None,1,25.51,Yes,1,Fiber Optic,69.0,No,No,Yes,No,No,No,No,No,Month-to-Month,1,Bank Withdrawal,81.3,2272.8,29.93,130,688.77,3061.64,0,Unknown,Unknown,0,0.06623908
6917-IAYHD,1,44,0,1,La Honda,94020,1622,0,1,Offer E,0,0.0,Unknown,1,Cable,19.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,0,Credit Card,33.6,33.6,0.0,50,0.0,83.6,0,Unknown,Unknown,0,0.06556172
6286-SUUWT,1,44,0,0,Arnold,95223,5159,0,1,Offer E,1,27.08,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,19.95,19.95,0.0,0,27.08,47.03,0,Unknown,Unknown,0,0.065509774
9170-GYZJC,0,42,1,3,Vallecito,95251,460,1,41,None,1,45.26,Yes,1,Cable,56.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,0,Credit Card,79.9,3326.2,0.0,0,1855.66,5181.86,1,Price,Price too high,0,0.06535414
1530-ZTDOZ,0,57,1,0,Studio City,91604,26157,6,49,None,0,0.0,Unknown,1,Cable,11.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,0,Bank Withdrawal,40.65,2070.75,0.0,0,0.0,2070.75,0,Unknown,Unknown,0,0.06496483
3518-PZXZQ,0,27,1,0,Castroville,95012,8582,8,1,None,1,36.69,No,1,DSL,82.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,1,Credit Card,55.3,55.3,0.0,0,36.69,91.99,0,Unknown,Unknown,0,0.064821474
6985-HAYWX,0,50,1,0,Hughson,95326,6822,5,26,None,1,37.6,Yes,1,Fiber Optic,10.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,0,Bank Withdrawal,79.3,2015.8,0.0,0,977.6,2993.4,0,Unknown,Unknown,0,0.06475342
9210-IAHGH,0,57,0,0,Wendel,96136,162,0,7,Offer E,1,23.35,No,1,DSL,6.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,1,Credit Card,70.75,450.8,0.0,0,163.45,614.25,1,Attitude,Attitude of support person,0,0.06464772
1452-KIOVK,1,42,0,3,Los Angeles,90007,45025,0,22,Offer D,1,29.54,Yes,1,Fiber Optic,53.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,1,Credit Card,89.1,1949.4,0.0,0,649.88,2599.28,0,Unknown,Unknown,0,0.06411653
4226-KKDON,1,41,0,0,French Camp,95231,5094,0,8,Offer E,1,30.8,No,1,DSL,27.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,1,Bank Withdrawal,66.65,520.95,0.0,0,246.4,767.35,0,Unknown,Unknown,0,0.064047925
2001-EWBQU,0,23,0,0,Stockton,95210,40611,0,60,None,1,35.47,Yes,1,Fiber Optic,51.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,0,Bank Withdrawal,104.7,6333.8,0.0,150,2128.2,8612.0,0,Unknown,Unknown,0,0.06329279
8757-TFHHJ,1,55,0,0,San Jose,95128,32804,0,1,None,1,38.21,No,1,Cable,13.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,1,Credit Card,49.8,49.8,0.0,0,38.21,88.01,0,Unknown,Unknown,0,0.06289182
4476-OSWTN,1,73,1,0,Witter Springs,95493,240,2,69,None,1,8.3,Yes,1,Fiber Optic,14.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,1,Mailed Check,110.55,7610.1,0.0,0,572.7,8182.8,0,Unknown,Unknown,0,0.062847346
5046-NUHWD,0,69,1,0,Hacienda Heights,91745,53686,5,29,None,0,0.0,Unknown,1,Cable,23.0,Yes,No,Yes,No,No,Yes,No,Yes,One Year,1,Bank Withdrawal,45.0,1228.65,0.0,0,0.0,1228.65,0,Unknown,Unknown,0,0.06189712
9518-IMLHK,1,48,0,0,Sacramento,95820,37031,0,31,None,1,41.23,No,1,DSL,27.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,1,Bank Withdrawal,72.45,2156.25,0.0,0,1278.13,3434.38,0,Unknown,Unknown,0,0.06150745
7011-CVEUC,1,51,1,0,Chula Vista,91911,71126,7,25,None,1,3.81,No,1,Fiber Optic,8.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,1,Credit Card,95.7,2338.35,0.0,0,95.25,2433.6,0,Unknown,Unknown,0,0.061142784
1325-USMEC,1,58,1,0,Pearblossom,93553,1613,10,70,Offer A,1,48.0,Yes,1,Fiber Optic,13.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,1,Credit Card,99.35,6944.5,0.0,0,3360.0,10304.5,0,Unknown,Unknown,0,0.061130784
0883-EIBTI,0,23,0,0,Clarksburg,95612,1417,0,2,None,1,28.02,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Mailed Check,19.5,31.55,0.0,0,56.04,87.59,1,Dissatisfaction,Limited range of services,0,0.06105088
0396-HUJBP,0,34,0,0,Gardena,90247,47758,0,2,None,1,49.91,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,19.3,44.4,0.0,0,99.82,144.22,0,Unknown,Unknown,0,0.060950764
6647-ZEDXT,0,19,0,0,Santa Maria,93455,37364,0,30,None,1,13.16,Yes,1,Fiber Optic,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,0,Credit Card,110.45,3327.05,0.0,0,394.8,3721.85,0,Unknown,Unknown,0,0.060897443
5423-BHIXO,0,42,0,0,Pasadena,91103,27891,0,32,None,1,32.02,Yes,1,DSL,3.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,54.2,1739.6,0.0,0,1024.64,2764.24,0,Unknown,Unknown,0,0.060201127
2277-DJJDL,1,69,1,0,La Grange,95329,1749,5,60,Offer B,1,10.4,Yes,1,Fiber Optic,5.0,No,No,No,Yes,Yes,Yes,No,No,Two Year,1,Bank Withdrawal,99.0,6017.9,0.0,150,624.0,6791.9,0,Unknown,Unknown,0,0.060185272
8739-QOTTN,0,35,1,0,Avalon,90704,3699,3,2,Offer E,1,5.42,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,20.35,41.85,0.0,0,10.84,52.69,0,Unknown,Unknown,0,0.059997346
2896-TBNBE,1,46,1,0,Guadalupe,93434,5726,5,40,Offer B,1,12.97,No,1,Fiber Optic,24.0,No,Yes,Yes,No,No,No,No,Yes,One Year,0,Bank Withdrawal,80.8,3132.75,0.0,0,518.8,3651.55,0,Unknown,Unknown,0,0.059399974
3097-PYWXL,0,30,1,2,New Cuyama,93254,798,1,4,None,1,28.55,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,1,Bank Withdrawal,19.95,82.9,0.0,0,114.2,197.1,0,Unknown,Unknown,0,0.05829086
0872-JCPIB,1,47,0,0,Pinecrest,95364,235,0,17,Offer D,1,47.45,Yes,1,DSL,5.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,0,Bank Withdrawal,65.75,1111.2,0.0,0,806.65,1917.85,0,Unknown,Unknown,0,0.057242922
6728-VOIFY,0,20,1,0,Palo Cedro,96073,4931,5,63,Offer B,1,20.51,No,1,Fiber Optic,51.0,No,Yes,No,No,Yes,Yes,Yes,No,One Year,1,Bank Withdrawal,96.0,6109.75,0.0,30,1292.13,7431.88,0,Unknown,Unknown,0,0.057116587
2000-MPKCA,0,51,0,0,San Pedro,90732,21279,0,58,Offer B,1,46.7,Yes,1,Fiber Optic,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,1,Bank Withdrawal,107.75,6332.75,0.0,0,2708.6,9041.35,0,Unknown,Unknown,0,0.05704421
3890-RTCMS,1,29,0,0,Millville,96062,830,0,16,None,1,48.45,No,1,DSL,59.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,1,Credit Card,49.45,799.0,0.0,0,775.2,1574.2,0,Unknown,Unknown,0,0.05701425
2011-TRQYE,1,59,0,0,Deer Park,94576,223,0,18,Offer D,0,0.0,Unknown,1,DSL,26.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,1,Credit Card,33.5,600.0,0.0,0,0.0,600.0,1,Dissatisfaction,Product dissatisfaction,0,0.056873657
5688-KZTSN,1,59,1,3,San Diego,92121,4258,1,15,None,1,31.14,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,1,Bank Withdrawal,20.0,288.05,0.0,0,467.1,755.15,1,Competitor,Competitor made better offer,0,0.05661168
3318-ISQFQ,0,23,0,0,Newark,94560,42491,0,20,Offer D,1,10.97,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,1,Bank Withdrawal,19.5,413.0,0.0,0,219.4,632.4,0,Unknown,Unknown,0,0.056266483
0961-ZWLVI,1,35,0,3,Rancho Cordova,95670,49729,0,49,None,1,4.76,Yes,1,Fiber Optic,58.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,1,Credit Card,109.2,5290.45,0.0,0,233.24,5523.69,0,Unknown,Unknown,0,0.056254495
4833-QTJNO,1,66,1,0,Coulterville,95311,2271,10,67,None,1,44.9,Yes,1,Fiber Optic,20.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,0,Bank Withdrawal,83.85,5588.8,0.0,0,3008.3,8597.1,0,Unknown,Unknown,0,0.05520615
3466-RITXD,1,34,0,0,Twin Bridges,95735,25,0,26,None,1,37.59,Yes,1,Fiber Optic,8.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,1,Credit Card,92.4,2349.8,0.0,0,977.34,3327.14,0,Unknown,Unknown,0,0.05516416
4747-LCAQL,1,28,0,0,Los Angeles,90037,56709,0,25,Offer C,1,7.55,No,1,DSL,71.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,1,Credit Card,79.0,1902.0,0.0,0,188.75,2090.75,0,Unknown,Unknown,0,0.055009626
2791-SFVEW,0,63,0,0,Los Angeles,90013,9732,0,9,Offer E,1,34.79,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Bank Withdrawal,20.15,238.15,0.0,0,313.11,551.26,0,Unknown,Unknown,0,0.054332945
1867-TJHTS,0,47,0,0,Sacramento,95817,14966,0,58,None,1,22.71,Yes,1,Fiber Optic,14.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,79.8,4526.85,0.0,0,1317.18,5844.03,0,Unknown,Unknown,0,0.053453058
8229-MYEJZ,0,44,0,0,Upland,91786,48827,0,10,Offer D,1,45.56,No,1,DSL,17.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,0,Bank Withdrawal,51.2,498.25,0.0,0,455.6,953.85,0,Unknown,Unknown,0,0.053442515
9821-BESNZ,1,43,0,0,Northridge,91325,32307,0,66,Offer A,1,33.02,Yes,1,Fiber Optic,6.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,1,Bank Withdrawal,-7.0,6860.6,44.0,0,2179.32,8995.92,0,Unknown,Unknown,0,0.05324749
8182-PNAGI,1,50,0,0,Pico Rivera,90660,63288,0,12,None,1,46.58,No,1,DSL,26.0,No,No,No,Yes,No,No,No,No,Month-to-Month,0,Bank Withdrawal,50.25,593.75,0.0,120,558.96,1272.71,1,Price,Extra data charges,0,0.053094488
5981-ZVXOT,0,72,0,0,San Diego,92131,29283,0,35,Offer C,1,10.73,Yes,1,Fiber Optic,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,1,Bank Withdrawal,108.35,3726.15,0.0,0,375.55,4101.7,0,Unknown,Unknown,0,0.053091865
6522-YRBXD,1,68,1,0,Anaheim,92802,45086,3,35,Offer C,1,20.44,Yes,1,Fiber Optic,18.0,Yes,Yes,No,No,No,Yes,No,Yes,One Year,1,Bank Withdrawal,94.55,3365.4,0.0,0,715.4,4080.8,0,Unknown,Unknown,0,0.052530505
0440-QEXBZ,0,64,0,0,Mojave,93501,4882,0,44,Offer B,1,18.42,Yes,1,DSL,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,1,Credit Card,50.15,2139.1,0.0,0,810.48,2949.58,0,Unknown,Unknown,0,0.051884495
8670-ERCJH,1,33,0,0,Portola Valley,94028,6601,0,72,Offer A,1,2.56,Yes,1,Fiber Optic,25.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,0,Bank Withdrawal,113.4,8164.1,0.0,0,184.32,8348.42,0,Unknown,Unknown,0,0.051804334
0565-IYCGT,1,51,0,0,San Diego,92117,51213,0,69,Offer A,1,29.38,Yes,1,DSL,9.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,1,Credit Card,78.6,5356.45,0.0,0,2027.22,7383.67,1,Competitor,Competitor made better offer,0,0.05142971
0137-UDEUO,0,24,0,0,Stockton,95204,30476,0,3,Offer E,1,25.75,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,19.85,63.75,0.0,0,77.25,141.0,1,Price,Long distance charges,0,0.050664917
6410-LEFEN,0,38,0,0,San Diego,92108,11650,0,9,None,1,15.62,No,1,DSL,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,0,Bank Withdrawal,45.15,416.45,0.0,0,140.58,557.03,1,Dissatisfaction,Product dissatisfaction,0,0.05062044
3292-PBZEJ,1,75,0,0,Greenview,96037,295,0,11,None,1,2.63,Yes,1,Fiber Optic,13.0,No,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,1,Bank Withdrawal,111.4,1183.05,0.0,40,28.93,1251.98,0,Unknown,Unknown,0,0.050033487
4366-CTOUZ,0,36,0,0,Bodega Bay,94923,1785,0,50,None,1,15.1,No,1,Fiber Optic,9.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,1,Credit Card,100.2,5038.45,0.0,0,755.0,5793.45,0,Unknown,Unknown,0,0.0499404
3736-BLEPA,1,50,0,0,Folsom,95630,51855,0,28,Offer C,1,13.69,No,1,Fiber Optic,12.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,1,Bank Withdrawal,91.25,2483.65,0.0,0,383.32,2866.97,0,Unknown,Unknown,0,0.049934156
6199-IWKGC,0,71,1,0,Benton,93512,340,5,46,None,1,21.46,Yes,1,Fiber Optic,15.0,No,No,No,Yes,Yes,Yes,No,Yes,One Year,0,Bank Withdrawal,100.25,4753.85,0.0,0,987.16,5741.01,0,Unknown,Unknown,0,0.049835604
7931-PXHFC,1,46,0,0,Duarte,91010,27414,0,38,None,1,46.21,No,1,Cable,14.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,1,Credit Card,62.3,2354.8,0.0,0,1755.98,4110.78,1,Dissatisfaction,Poor expertise of phone support,0,0.049062446
0970-QXPXW,0,28,0,0,Monrovia,91016,41067,0,1,None,1,42.42,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,19.65,19.65,0.0,0,42.42,62.07,0,Unknown,Unknown,0,0.049005814
3570-YUEKJ,0,40,0,0,Fresno,93725,21010,0,42,None,1,8.71,No,1,DSL,23.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,49.55,2077.95,0.0,0,365.82,2443.77,0,Unknown,Unknown,0,0.048806973
7080-TNUWP,1,48,1,0,Arbuckle,95912,4796,5,70,None,1,31.13,Yes,1,Fiber Optic,16.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,1,Bank Withdrawal,95.0,6602.9,0.0,0,2179.1,8782.0,0,Unknown,Unknown,0,0.0485851
8314-DPQHL,1,61,0,0,Auberry,93602,3464,0,9,None,0,0.0,Unknown,1,DSL,14.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,0,Mailed Check,50.8,463.6,0.0,0,0.0,463.6,0,Unknown,Unknown,0,0.048285592
2294-SALNE,1,51,1,0,Chula Vista,91910,74025,2,23,Offer D,1,16.63,No,1,Fiber Optic,22.0,No,Yes,Yes,Yes,No,No,No,No,One Year,0,Credit Card,86.8,1940.8,0.0,90,382.49,2413.29,0,Unknown,Unknown,0,0.048093345
8738-JOKAR,0,55,0,0,Covina,91722,33817,0,42,None,1,39.32,No,1,Cable,20.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,1,Credit Card,67.7,2882.25,0.0,0,1651.44,4533.69,0,Unknown,Unknown,0,0.047894917
0278-YXOOG,1,30,0,0,Inglewood,90301,37527,0,5,Offer E,1,34.26,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,21.05,113.85,0.0,0,171.3,285.15,1,Attitude,Attitude of support person,0,0.047175422
5286-YHCVC,1,58,1,0,Laton,93242,2900,4,72,None,1,40.49,Yes,1,Fiber Optic,15.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,1,Bank Withdrawal,104.8,7470.1,0.0,0,2915.28,10385.38,0,Unknown,Unknown,0,0.047057815
6509-TSGWN,0,42,1,2,Fallbrook,92028,42239,1,37,None,1,31.83,Yes,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,26.45,911.6,0.0,0,1177.71,2089.31,0,Unknown,Unknown,0,0.046937414
3160-TYXLT,1,37,0,0,Palmdale,93552,25370,0,53,Offer B,0,0.0,Unknown,1,DSL,24.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,46.3,2546.85,0.0,0,0.0,2546.85,0,Unknown,Unknown,0,0.046693448
5777-ZPQNC,0,35,0,0,Covina,91724,25068,0,12,Offer D,1,26.67,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,0,Bank Withdrawal,20.15,260.7,0.0,0,320.04,580.74,0,Unknown,Unknown,0,0.0466892
0080-OROZO,0,38,0,0,El Portal,95318,579,0,35,Offer C,1,36.42,No,1,Fiber Optic,2.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,1,Bank Withdrawal,99.25,3532.0,0.0,0,1274.7,4806.7,0,Unknown,Unknown,0,0.04657187
4486-EFAEB,1,56,0,0,Los Angeles,90002,44586,0,13,None,1,46.92,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,1,Bank Withdrawal,20.4,251.65,0.0,0,609.96,861.61,0,Unknown,Unknown,0,0.046274103
2522-AHJXR,1,36,1,0,Death Valley,92328,443,6,60,None,1,4.59,Yes,1,Fiber Optic,9.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,109.45,6572.85,0.0,0,275.4,6848.25,0,Unknown,Unknown,0,0.046270452
3143-ILDAL,1,21,0,0,El Monte,91732,62660,0,56,None,1,25.41,Yes,1,Fiber Optic,51.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,94.45,5124.6,0.0,0,1422.96,6547.56,1,Attitude,Attitude of support person,0,0.046228744
1951-IEYXM,1,57,1,0,Rancho Cucamonga,91730,51970,1,72,None,1,34.97,Yes,1,Cable,11.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1,Credit Card,90.6,6441.85,0.0,0,2517.84,8959.69,0,Unknown,Unknown,0,0.046211258
1060-ENTOF,0,70,1,0,Los Angeles,90028,30568,3,67,None,1,2.67,Yes,1,Fiber Optic,25.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One Year,1,Credit Card,105.4,7035.6,0.0,0,178.89,7214.49,0,Unknown,Unknown,0,0.045951176
1282-IHQAC,1,68,0,0,Sheep Ranch,95250,88,0,70,Offer A,0,0.0,Unknown,1,Cable,13.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,1,Credit Card,44.05,3011.65,0.0,0,0.0,3011.65,0,Unknown,Unknown,0,0.045870196
4332-MUOEZ,1,78,1,0,Moreno Valley,92553,61205,1,20,None,1,32.54,No,1,Fiber Optic,5.0,Yes,No,Yes,Yes,No,Yes,No,Yes,One Year,0,Credit Card,94.3,1818.3,0.0,0,650.8,2469.1,0,Unknown,Unknown,0,0.045720402
5353-WILCI,0,51,0,0,Stockton,95206,49657,0,28,Offer C,1,44.11,No,1,Cable,15.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,0,Bank Withdrawal,56.05,1522.65,0.0,110,1235.08,2867.73,0,Unknown,Unknown,0,0.045220427
6473-ULUHT,1,22,1,2,San Diego,92126,74232,5,16,Offer D,1,9.16,Yes,1,DSL,59.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,0,Bank Withdrawal,84.9,1398.25,0.0,0,146.56,1544.81,0,Unknown,Unknown,0,0.044976283
1228-ZLNBX,1,25,0,0,Farmington,95230,596,0,21,None,1,3.26,Yes,1,Fiber Optic,51.0,No,No,No,No,No,No,No,Yes,Month-to-Month,0,Credit Card,75.3,1570.7,0.0,0,68.46,1639.16,0,Unknown,Unknown,0,0.04490755
8746-OQQRW,1,64,0,0,Hopland,95449,1373,0,4,Offer E,1,3.69,Yes,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,25.25,101.9,0.0,0,14.76,116.66,0,Unknown,Unknown,0,0.044897944
0133-BMFZO,0,40,0,0,Alhambra,91803,30635,0,2,None,1,36.81,No,1,Fiber Optic,16.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,86.25,181.65,0.0,0,73.62,255.27,1,Competitor,Competitor offered higher download speeds,0,0.044583235
1432-FPAXX,0,53,0,0,Beale Afb,95903,5654,0,29,None,0,0.0,Unknown,1,DSL,7.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,30.6,856.35,0.0,0,0.0,856.35,1,Dissatisfaction,Product dissatisfaction,0,0.04458186
0013-SMEOE,0,67,1,0,Lompoc,93437,6165,1,71,Offer A,1,9.96,No,1,Fiber Optic,14.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1,Bank Withdrawal,109.7,7904.25,0.0,0,707.16,8611.41,0,Unknown,Unknown,0,0.044420462
0310-VQXAM,1,56,0,0,San Bernardino,92404,53636,0,9,None,1,40.74,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,19.85,178.8,0.0,0,366.66,545.46,0,Unknown,Unknown,0,0.044375375
2639-UGMAZ,1,73,0,0,Artesia,90701,16398,0,71,Offer A,0,0.0,Unknown,1,DSL,20.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,1,Bank Withdrawal,56.45,3985.35,0.0,0,0.0,3985.35,0,Unknown,Unknown,0,0.04381679
4693-VWVBO,0,60,0,0,Valley Springs,95252,11266,0,3,None,1,40.98,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Bank Withdrawal,19.55,61.05,0.0,0,122.94,183.99,0,Unknown,Unknown,0,0.043745294
9060-HJJRW,0,52,0,0,Culver City,90232,15195,0,51,None,0,0.0,Unknown,1,DSL,24.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,1,Credit Card,56.4,2928.5,0.0,0,0.0,2928.5,0,Unknown,Unknown,0,0.04358398
